소재지전화	소재지면적	소재지전체주소	도로명전체주소	사업장명	좌표정보(x)	좌표정보(y)
		전라남도 여수시 신기동 11 여수 신기 휴스티지 아파트	전라남도 여수시 쌍봉로 208, 상가동 106호 (신기동, 여수 신기 휴스티지 아파트)	하이오커피 신기점	35.85680448496971	126.34253463589354
	89.7	경기도 의정부시 용현동 221-1 1층 좌측호	경기도 의정부시 오목로 11, 지상1층 좌측호 (용현동)	메가커피 의정부용현점	35.32945062620162	129.96682635171987
	38.4	서울특별시 관악구 신림동 1418-33	서울특별시 관악구 신림로68길 39, 1층 (신림동)	플러스82커피 관악점	35.2148359173516	129.66329012646017
	155.72	경기도 수원시 팔달구 인계동 1119-5	경기도 수원시 팔달구 권광로196번길 24, 10층 (인계동)	브런치빈 수원인계점	35.30253159164276	129.39524971701204
	101.4	경기도 수원시 영통구 하동 989 원희캐슬 광교 C-122호	경기도 수원시 영통구 광교중앙로248번길 7-2, 원희캐슬 광교 1층 C-122호 (하동)	어야커피	35.32741483384495	129.42892023583659
	29.26	서울특별시 송파구 문정동 644 문정현대지식산업센터1-1	서울특별시 송파구 법원로11길 11, 문정현대지식산업센터1-1 1층 136호 (문정동)	오슬로우커피		
		대전광역시 서구 내동 2 맑은아침 아파트	대전광역시 서구 갈마로 262, 501동 1층 110호 (내동, 맑은아침 아파트)	메가커피 대전한민시장점	35.60039152866742	128.2645278043707
	62.36	전라남도 고흥군 도양읍 봉암리 2785 102호	전라남도 고흥군 도양읍 비봉로 163, 102호	메가커피 고흥녹동점	35.40691253485473	126.05435787337532
	45.0	전라북도 고창군 고창읍 읍내리 8-36	전라북도 고창군 고창읍 천변남로 152	루아커피	35.05997250965006	127.16151389387025
		경기도 성남시 중원구 성남동 3818 1층 일부호	경기도 성남시 중원구 제일로35번길 1, 1층 일부호 (성남동)	메가커피 성남중원구청점	35.37963048267859	129.59980563727504
	74.16	광주광역시 광산구 신가동 1047-5 1층	광주광역시 광산구 신창로35번길 87, 1층 (신가동)	에스지스페이스원스타커피&생맥주점	35.1624426067285	126.86127317074407
	82.24	서울특별시 강남구 삼성동 144-23	서울특별시 강남구 테헤란로 439, 지상1층 (삼성동)	바나프레소 삼성테헤란로점	35.31271657697377	129.69122522457053
	53.0	인천광역시 부평구 부평동 431-23 2층 일부	인천광역시 부평구 부평대로 126-1, 2층 일부호 (부평동)	모아커피호프	35.047664638128936	129.67790094092032
	98.0	경기도 안산시 단원구 고잔동 534-3 안산중앙노블레스	경기도 안산시 단원구 예술대학로 17, 안산중앙노블레스 122호 (고잔동)	하삼동커피안산중앙로데오점	35.14317176671352	129.45664591014844
	94.92	전라북도 전주시 완산구 효자동2가 1312-1	전라북도 전주시 완산구 후곡길 10, 1층 (효자동2가)	커피니 전주대점	35.375363556385295	127.62098153313387
	48.0	경기도 화성시 반송동 107-8 제일프라자	경기도 화성시 동탄반석로 120, 제일프라자 1층 103호 (반송동)	그릭박스(Greek Box)	35.33381891746839	129.31699882345424
	28.0	서울특별시 중랑구 상봉동 136-50	서울특별시 중랑구 망우로30길 8, 103호 (상봉동)	글리풀커피 (gleefulcoffee)	35.325483046420864	129.79662807128489
	20.4	경기도 수원시 권선구 권선동 986	경기도 수원시 권선구 세지로82번길 53, 1층 (권선동)	더커피	35.291850190140735	129.38763924492162
	85.0	경기도 수원시 권선구 곡반정동 532-5	경기도 수원시 권선구 곡반정로 155-1, 1층 (곡반정동)	메가커피 수원하늘채점	35.3018889006657	129.36751408467663
	37.26	부산광역시 서구 암남동 123-15 송도힐스테이트이진베이시티아파트	부산광역시 서구 송도해변로 192, 판매시설 B동 1층 117호 (암남동, 송도힐스테이트이진베이시티아파트)	카페CCD 부산송도점	36.96177044137833	126.74330290186718
	33.7	경상북도 구미시 송정동 529 2층 208호	경상북도 구미시 백산로5길 13, 2층 208호 (송정동)	크로플덕오리아가씨구미점	36.384643326574114	128.02411360682729
	83.16	강원특별자치도 춘천시 효자동 767-2	강원특별자치도 춘천시 백령로 123, A동 1층 101호 (효자동)	점프JUMP	35.84521205034191	130.16197738530408
	106.78	경기도 구리시 인창동 67-18 모비락	경기도 구리시 동구릉로 199-1, 2층 (인창동)	매주리커피(구리점)	35.37497766667703	129.8275451760187
	18.24	경기도 안양시 동안구 비산동 1103 은하수벽산아파트 상가동	경기도 안양시 동안구 시민대로159번길 58, 은하수벽산아파트 상가동 지하1층 01-15호 (비산동)	커피, 가온	35.22968657494708	129.5491314207474
062 3688497	152.0	광주광역시 서구 농성동 460-24 1층, 105호	광주광역시 서구 죽봉대로 80, 1층 (농성동)	파스쿠찌 광주광천점	35.2032316194922	126.82874820141078
	43.2	경기도 용인시 기흥구 신갈동 1-6 한솔플라자 108호	경기도 용인시 기흥구 신갈로 140, 한솔플라자 108호 (신갈동)	크로플덕오리아가씨기흥점	35.359461619260706	129.4148586680035
	125.3	대전광역시 중구 대사동 198-54 1~2층	대전광역시 중구 보문산공원로 488-1, 1~2층 (대사동)	토리스타특별한커피	35.633468365651304	128.23961122585993
070 87843095	17.0	서울특별시 종로구 통인동 137-7 1층 에이동	서울특별시 종로구 자하문로9길 11, 에이동 1층 (통인동)	문할로커피(Moonhalo coffee)	35.243382295378254	129.77728192192578
0262641230	408.82	서울특별시 영등포구 당산동6가 3-5	서울특별시 영등포구 양평로 8, 101호, 201호 (당산동6가)	브런치빈(BRUNCH BEAN) 당산점	35.192600447766964	129.71872045824884
	57.85	서울특별시 영등포구 문래동3가 55-20 에이스하이테크시티	서울특별시 영등포구 경인로 775, 에이스하이테크시티 1층 3-107호 (문래동3가)	아리스타 커피	35.18813675605698	129.6967839752728
	41.92	서울특별시 영등포구 영등포동7가 208 포레나 영등포 센트럴	서울특별시 영등포구 국회대로50길 20, 상가동 지하1층 B15호 (영등포동7가, 포레나 영등포 센트럴)	카페달링 영등포점	35.19321700880814	129.7074567397127
	10.0	서울특별시 영등포구 양평동4가 160-2 약산상가아파트	서울특별시 영등포구 선유로 269, 1층 5호,6호 (양평동4가, 약산상가아파트)	농부커피 로스터스(Farmer coffee 로스터스)	35.18673808346774	129.72348535540917
	95.73	인천광역시 남동구 논현동 647-4 위스코프라자 6층 602호 일부	인천광역시 남동구 논현로26번길 15, 위스코프라자 6층 602호 일부호 (논현동)	빅파운드커피	35.03982721439002	129.55553256728322
	61.2	경기도 부천시 송내동 299-4 1층 일부	경기도 부천시 송내대로 32, 1층 일부호 (송내동)	메가커피 송내남부역점	35.073218375145956	129.65869036146316
	51.32	대구광역시 북구 태전동 979	대구광역시 북구 칠곡중앙대로69길 23, 1층 (태전동)	메가커피 대구보건대점	36.552669010919395	127.7877702972434
	46.08	대전광역시 유성구 장대동 325-4 지상1층	대전광역시 유성구 장대로 106-1, 지상1층 (장대동)	골드커피	35.56171954825919	128.30169385252358
	105.26	부산광역시 사상구 모라동 767	부산광역시 사상구 사상로 475-14, 2층 (모라동)	동백커피	36.92931357553032	126.87814997817595
051 863 2286	58.4	부산광역시 부산진구 양정동 257-6	부산광역시 부산진구 동평로405번길 109, 1층 (양정동)	탭커피	37.000124510252775	126.86882616178559
	82.0	서울특별시 동작구 흑석동 205-6	서울특별시 동작구 흑석로 75-4, 1, 지하1층 (흑석동)	테이퍼드커피	35.23537375924534	129.68882523609432
	33.0	서울특별시 동작구 사당동 321-31	서울특별시 동작구 사당로22가길 16, 1층 (사당동)	커피파니	35.250375137426474	129.65963512251986
	48.02	서울특별시 구로구 구로동 492-9	서울특별시 구로구 구로동로42길 63, 1층 (구로동)	궁전커피호프	35.176623603404956	129.67660713812387
	162.0	충청남도 당진시 채운동 30	충청남도 당진시 남부로 122, 별관 2층 (채운동)	가든스바이하토커피	34.986477163736	128.92492695704382
0215774410	366.27	서울특별시 서초구 양재동 263-5 1, 2층	서울특별시 서초구 마방로10길 2, 1, 2층 (양재동)	투썸플레이스 포이DI점	35.30379215467607	129.65432891307523
	182.87	대전광역시 유성구 노은동 549-5 지상1층	대전광역시 유성구 노은동로75번길 85-30, 지상1층 (노은동)	커피린	35.54932529355927	128.30597010427584
	128.04	부산광역시 금정구 구서동 1007-1	부산광역시 금정구 두실로 61 (구서동)	손수제비국수	37.00928358425634	126.97447132526355
	39.78	경기도 고양시 일산서구 대화동 2258-3 1층 일부	경기도 고양시 일산서구 호수로838번길 60, 1층 일부호 (대화동)	커피앤비어	35.06677058719634	129.88458464623906
	186.28	경기도 고양시 일산동구 장항동 1758-1 일산 한류월드 유보라 더 스마트 근린생활시설(상가)동 220,221,22호	경기도 고양시 일산동구 태극로 11, 일산 한류월드 유보라 더 스마트 근린생활시설(상가)동 220,221,222호 (장항동)	브런치빈 일산점	35.06695030714087	129.87356917778123
	26.4	경상북도 포항시 북구 여천동 9-1 1층	경상북도 포항시 북구 서동로 94, 1층 (여천동)	크로플덕 오리아가씨	37.21818422209272	127.95329374072513
	99.17	서울특별시 성북구 상월곡동 62 1층	서울특별시 성북구 장월로1길 60, 1층 (상월곡동)	쉬즈베이글 커피	35.30169371211691	129.81189025798835
042 2720317	37.83	대전광역시 동구 가오동 606 글로리타워 투	대전광역시 동구 은어송로 63, 글로리타워 투 107호 (가오동)	메가커피 대전가오점	35.66153910568711	128.23327851516368
	33.99	경기도 용인시 기흥구 중동 838 동백문월드	경기도 용인시 기흥구 동백5로 22, 동백문월드 가동 1층 114호 (중동)	크로플덕오리아가씨용인동백점	35.395631351357494	129.4120790084751
	45.45	세종특별자치시 보람동 738 호려울마을7단지 근린생활시설	세종특별자치시 한누리대로 2165, 호려울마을7단지 근린생활시설 752동 1층 C-119호 (보람동)	느루커피(nru coffee)	35.521776387069444	128.43849416020174
	64.21	인천광역시 계양구 임학동 67-13	인천광역시 계양구 장제로 865, 1층 일부호 (임학동)	차차커피코 인천임학역점	35.05921706846983	129.72906637365276
	59.75	강원특별자치도 춘천시 낙원동 78-5	강원특별자치도 춘천시 낙원길 25-1, 1, 2, 3층 (낙원동)	성수커피	35.831922893860806	130.16830097091872
	29.7	경기도 하남시 덕풍동 326-44	경기도 하남시 수리북로 34, 1층 일부호 (덕풍동)	알리바바 하남시청역점	35.42986971243133	129.73901731501226
	32.46	충청북도 청주시 청원구 내덕동 213-2 1층 3호	충청북도 청주시 청원구 상당로 305, 1층 3호 (내덕동)	트레몰로 커피웍스 2호	35.6805952867952	128.66136299199016
	72.61	경기도 김포시 장기동 2031 e편한세상 캐널시티 에비뉴동 A9호	경기도 김포시 김포한강2로 41, 에비뉴동 1층 A9호 (장기동, e편한세상 캐널시티)	Caffeine full(카페인풀)김포장기점	35.008845969056516	129.84417706546427
	75.9	서울특별시 영등포구 당산동3가 395-31 JUM	서울특별시 영등포구 당산로31길 16-1, JUM 1층 (당산동3가)	더벤티 영등포구청점	35.18460720073232	129.7114527480498
	49.5	서울특별시 송파구 가락동 197-16	서울특별시 송파구 동남로18길 32, 1층 101호 (가락동)	cafe de d'artagnan(달타냥의 커피)	35.375300646713875	129.6772072785211
	30.78	서울특별시 송파구 삼전동 64 승빈빌딩	서울특별시 송파구 백제고분로28길 21, 1층 101호 (삼전동, 승빈빌딩)	세이브어스 커피(SAVEUS COFFEE)	35.341988064935144	129.68517650398704
	121.44	서울특별시 강남구 개포동 1187-4	서울특별시 강남구 논현로10길 20, 1층 (개포동)	억셉트커피 양재점	35.30964358067152	129.65164588971646
	14.53	서울특별시 강남구 역삼동 825-20 강남역 센트럴 푸르지오 시티	서울특별시 강남구 테헤란로4길 6, 강남역 센트럴 푸르지오 시티 비동 지하1층 111호 (역삼동)	시티카페 강남센트럴점	35.292360558166095	129.67942057091074
	67.0	서울특별시 강남구 신사동 501-8	서울특별시 강남구 도산대로1길 3, 지상1층 (신사동)	포토캔커피 신사역점	35.28450821683727	129.70263272093277
	31.02	충청남도 천안시 동남구 원성동 561-1	충청남도 천안시 동남구 원거리11길 42, 1층 (원성동)	커피스무드	35.411575816126366	128.8324480751202
	45.6	서울특별시 강서구 마곡동 797-1 퀸즈파크나인(지상 4층) A동 416호	서울특별시 강서구 공항대로 247, 퀸즈파크나인 A동 4층 416호 (마곡동)	힐링데이 더쌍화커피	35.13627062780325	129.74938974006406
	105.8	인천광역시 서구 심곡동 243-1	인천광역시 서구 서곶로315번길 25, 스위트밸리 101호 (심곡동)	알리바바 인천서구청점	35.00821363559013	129.72874575196104
02  538 4523	165.3	서울특별시 강남구 삼성동 162-2 ELSON빌딩	서울특별시 강남구 봉은사로 628, ELSON빌딩 1층 (삼성동)	(주)커피빈코리아 삼성봉은사로점	35.31965862606353	129.70098279573259
02  34681600	137.32	서울특별시 강남구 대치동 942-16 거봉INC	서울특별시 강남구 삼성로86길 11, 거봉INC 1층 (대치동)	(주)커피빈코리아 포스코옆삼성로86길점	35.315230470670755	129.69015273453428
		경기도 안산시 단원구 원곡동 791-5	경기도 안산시 단원구 다문화길 29, 2층 (원곡동)	커피스토커 원곡점	35.10660139522573	129.47020709496726
	36.0	경기도 파주시 상지석동 531-13	경기도 파주시 운정로 149, 2동 1층 일부 (상지석동)	커피베이 파주상지석동점	35.090001691990444	129.9448953187857
	36.0	경기도 안성시 대덕면 보동리 234-9 B동 전체호	경기도 안성시 대덕면 안성대로 1541, B동 전체호	커피나무	35.47902395158071	129.14074103413782
